CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
474,Payment Handled,16.588950605224056,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,1636.263681168402,UNKNOWN,request for payment number 148940
475,Request For Payment SUBMITTED by EMPLOYEE,16.550183150711337,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,478.6022659821958,UNKNOWN,request for payment number 148945
475,,,,,,,,,,,
475,Request For Payment REJECTED by MISSING,16.5717285708847,STAFF MEMBER,MISSING,project 147546,UNKNOWN,organizational unit 65458,0.0,478.6022659821958,UNKNOWN,request for payment number 148945
475,,,,,,,,,,,
475,Request For Payment FINAL_APPROVED by SUPERVISOR,16.615150572336145,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,478.6022659821958,UNKNOWN,request for payment number 148945
475,,,,,,,,,,,
475,Payment Handled,16.729645173869717,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,478.6022659821958,UNKNOWN,request for payment number 148945
476,Request For Payment SUBMITTED by EMPLOYEE,16.550224046487223,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,75.62330176774955,UNKNOWN,request for payment number 148952
476,,,,,,,,,,,
476,Request Payment,16.571720121147504,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,75.62330176774955,UNKNOWN,request for payment number 148952
476,,,,,,,,,,,
477,Request For Payment SUBMITTED by EMPLOYEE,16.553936444396648,STAFF MEMBER,EMPLOYEE,project 503,task 1795,organizational unit 65463,0.0,54.21124133189774,activity 505,request for payment number 148956
477,,,,,,,,,,,
477,Request For Payment FINAL_APPROVED by SUPERVISOR,16.554887318292895,STAFF MEMBER,SUPERVISOR,project 503,task 1795,organizational unit 65463,0.0,54.21124133189774,activity 505,request for payment number 148956
477,,,,,,,,,,,
477,Payment Handled,16.588950605224056,SYSTEM,UNDEFINED,project 503,task 1795,organizational unit 65463,0.0,54.21124133189774,activity 505,request for payment number 148956
478,Request For Payment SUBMITTED by EMPLOYEE,16.55448865603245,STAFF MEMBER,EMPLOYEE,project 147860,task 148962,organizational unit 65457,0.0,52.66653772500303,activity 505,request for payment number 148961
478,,,,,,,,,,,
478,Request For Payment FINAL_APPROVED by SUPERVISOR,16.554690107290053,STAFF MEMBER,SUPERVISOR,project 147860,task 148962,organizational unit 65457,0.0,52.66653772500303,activity 505,request for payment number 148961
478,,,,,,,,,,,
478,Payment Handled,16.588950605224056,SYSTEM,UNDEFINED,project 147860,task 148962,organizational unit 65457,0.0,52.66653772500303,activity 505,request for payment number 148961
479,Request For Payment SUBMITTED by EMPLOYEE,16.554924727131873,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,47.75166359639802,UNKNOWN,request for payment number 148967
479,,,,,,,,,,,
479,Request Payment,16.57170728757549,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,47.75166359639802,UNKNOWN,request for payment number 148967
479,,,,,,,,,,,
480,Request For Payment SUBMITTED by EMPLOYEE,16.55538521284488,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,355.9728970899812,UNKNOWN,request for payment number 148971
480,,,,,,,,,,,
480,Request For Payment FINAL_APPROVED by SUPERVISOR,16.571605693240056,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,355.9728970899812,UNKNOWN,request for payment number 148971
480,,,,,,,,,,,
480,Payment Handled,16.588950605224056,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,355.9728970899812,UNKNOWN,request for payment number 148971
481,Request For Payment SUBMITTED by EMPLOYEE,16.556024012442446,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,5531.378778964563,UNKNOWN,request for payment number 148712
481,,,,,,,,,,,
481,Request For Payment FINAL_APPROVED by DIRECTOR,16.570794728866346,STAFF MEMBER,DIRECTOR,project 503,UNKNOWN,organizational unit 65458,0.0,5531.378778964563,UNKNOWN,request for payment number 148712
481,,,,,,,,,,,
481,Payment Handled,16.588950605224056,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5531.378778964563,UNKNOWN,request for payment number 148712
482,Request For Payment SUBMITTED by EMPLOYEE,16.567065104863804,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65457,0.0,608.0827790285032,UNKNOWN,request for payment number 148717
482,,,,,,,,,,,
482,Request For Payment FINAL_APPROVED by SUPERVISOR,16.570993812301115,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65457,0.0,608.0827790285032,UNKNOWN,request for payment number 148717
482,,,,,,,,,,,
482,Payment Handled,16.661770134514263,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,608.0827790285032,UNKNOWN,request for payment number 148717
483,Request For Payment SUBMITTED by EMPLOYEE,16.56707614714364,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65457,0.0,47.11537270923027,UNKNOWN,request for payment number 148722
483,,,,,,,,,,,
483,Request For Payment FINAL_APPROVED by SUPERVISOR,16.57099654616375,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65457,0.0,47.11537270923027,UNKNOWN,request for payment number 148722
483,,,,,,,,,,,
483,Payment Handled,16.646604834853335,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,47.11537270923027,UNKNOWN,request for payment number 148722
484,Request For Payment SUBMITTED by EMPLOYEE,16.567086104239408,STAFF MEMBER,EMPLOYEE,project 147546,task 52700,organizational unit 65457,0.0,58.89421588653784,activity 505,request for payment number 148727
484,,,,,,,,,,,
484,Request For Payment FINAL_APPROVED by SUPERVISOR,16.570998517083343,STAFF MEMBER,SUPERVISOR,project 147546,task 52700,organizational unit 65457,0.0,58.89421588653784,activity 505,request for payment number 148727
484,,,,,,,,,,,
484,Payment Handled,16.646604834853335,SYSTEM,UNDEFINED,project 147546,task 52700,organizational unit 65457,0.0,58.89421588653784,activity 505,request for payment number 148727
485,Request For Payment SUBMITTED by EMPLOYEE,16.57074232855364,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,40.884294764450665,UNKNOWN,request for payment number 148732
485,,,,,,,,,,,
485,Request Payment,16.583100620193704,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,40.884294764450665,UNKNOWN,request for payment number 148732
485,,,,,,,,,,,
486,Request For Payment SUBMITTED by EMPLOYEE,16.570834981125287,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,24.589604285682785,UNKNOWN,request for payment number 148736
486,,,,,,,,,,,
486,Request Payment,16.583136360264902,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,24.589604285682785,UNKNOWN,request for payment number 148736
486,,,,,,,,,,,
487,Request For Payment SUBMITTED by EMPLOYEE,16.5713848694546,STAFF MEMBER,EMPLOYEE,project 147556,task 147736,organizational unit 65463,0.0,51.91410469841968,activity 505,request for payment number 148740
487,,,,,,,,,,,
487,Request For Payment FINAL_APPROVED by SUPERVISOR,16.576058960595123,STAFF MEMBER,SUPERVISOR,project 147556,task 147736,organizational unit 65463,0.0,51.91410469841968,activity 505,request for payment number 148740
487,,,,,,,,,,,
487,Payment Handled,16.588950605224056,SYSTEM,UNDEFINED,project 147556,task 147736,organizational unit 65463,0.0,51.91410469841968,activity 505,request for payment number 148740
488,Request For Payment SUBMITTED by EMPLOYEE,16.571570047002844,STAFF MEMBER,EMPLOYEE,project 503,task 80121,organizational unit 65457,0.0,99.54377146844354,activity 505,request for payment number 148745
488,,,,,,,,,,,
488,Request For Payment FINAL_APPROVED by SUPERVISOR,16.57175658792351,STAFF MEMBER,SUPERVISOR,project 503,task 80121,organizational unit 65457,0.0,99.54377146844354,activity 505,request for payment number 148745
488,,,,,,,,,,,
488,Payment Handled,16.646604834853335,SYSTEM,UNDEFINED,project 503,task 80121,organizational unit 65457,0.0,99.54377146844354,activity 505,request for payment number 148745
489,Request For Payment SUBMITTED by EMPLOYEE,16.576270722837265,STAFF MEMBER,EMPLOYEE,project 503,task 66435,organizational unit 65463,0.0,276.61464153839773,activity 505,UNKNOWN
489,,,,,,,,,,,
489,Request For Payment FINAL_APPROVED by SUPERVISOR,16.576293174089667,STAFF MEMBER,SUPERVISOR,project 503,task 66435,organizational unit 65463,0.0,276.61464153839773,activity 505,UNKNOWN
489,,,,,,,,,,,
490,Request For Payment SUBMITTED by EMPLOYEE,16.577138239380602,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,12.363644914349049,UNKNOWN,request for payment number 148861
490,,,,,,,,,,,
490,Request Payment,16.59315995336927,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,12.363644914349049,UNKNOWN,request for payment number 148861
490,,,,,,,,,,,
491,Request For Payment SUBMITTED by EMPLOYEE,16.58231445532208,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,5.238002304112752,UNKNOWN,request for payment number 148865
491,,,,,,,,,,,
491,Request For Payment FINAL_APPROVED by SUPERVISOR,16.61813527439665,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,5.238002304112752,UNKNOWN,request for payment number 148865
491,,,,,,,,,,,
491,Payment Handled,16.62602251738392,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,5.238002304112752,UNKNOWN,request for payment number 148865
492,Request For Payment SUBMITTED by EMPLOYEE,16.582348651991403,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,9.166504032197317,UNKNOWN,request for payment number 148870
492,,,,,,,,,,,
492,Request For Payment FINAL_APPROVED by SUPERVISOR,16.61813527439665,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,9.166504032197317,UNKNOWN,request for payment number 148870
492,,,,,,,,,,,
492,Payment Handled,16.62602251738392,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,9.166504032197317,UNKNOWN,request for payment number 148870
493,Request For Payment SUBMITTED by EMPLOYEE,16.583016132872924,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65463,0.0,22.95425018381277,UNKNOWN,request for payment number 148875
493,,,,,,,,,,,
493,Request Payment,16.587322666217464,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65463,0.0,22.95425018381277,UNKNOWN,request for payment number 148875
493,,,,,,,,,,,
494,Request For Payment SUBMITTED by EMPLOYEE,16.58313742805054,STAFF MEMBER,EMPLOYEE,project 147690,UNKNOWN,organizational unit 65463,0.0,1369.4752615298348,UNKNOWN,UNKNOWN
494,,,,,,,,,,,
494,Request For Payment FINAL_APPROVED by SUPERVISOR,16.583314225066268,STAFF MEMBER,SUPERVISOR,project 147690,UNKNOWN,organizational unit 65463,0.0,1369.4752615298348,UNKNOWN,UNKNOWN
494,,,,,,,,,,,
495,Request For Payment SUBMITTED by EMPLOYEE,16.58726549520193,STAFF MEMBER,EMPLOYEE,project 147546,task 73934,organizational unit 65463,0.0,142.85120582802966,activity 505,request for payment number 148998
495,,,,,,,,,,,
495,Request For Payment REJECTED by EMPLOYEE,16.58788319435919,STAFF MEMBER,EMPLOYEE,project 147546,task 73934,organizational unit 65463,0.0,142.85120582802966,activity 505,request for payment number 148998
495,,,,,,,,,,,
495,Request For Payment APPROVED by PRE_APPROVER,16.588148903972776,STAFF MEMBER,PRE_APPROVER,project 147546,task 73934,organizational unit 65463,0.0,142.85120582802966,activity 505,request for payment number 148998
495,,,,,,,,,,,
495,Request Payment,16.608689832300065,SYSTEM,UNDEFINED,project 147546,task 73934,organizational unit 65463,0.0,142.85120582802966,activity 505,request for payment number 148998
495,,,,,,,,,,,
496,Request For Payment SUBMITTED by EMPLOYEE,16.589539742240294,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,222.2092700582677,UNKNOWN,request for payment number 149006
496,,,,,,,,,,,
496,Request Payment,16.72449376557663,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,222.2092700582677,UNKNOWN,request for payment number 149006
496,,,,,,,,,,,
497,Request For Payment SUBMITTED by EMPLOYEE,16.589587547185143,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,1402.3036986163,UNKNOWN,request for payment number 149010
497,,,,,,,,,,,
497,Request For Payment REJECTED by EMPLOYEE,16.7326157713428,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,1402.3036986163,UNKNOWN,request for payment number 149010
497,,,,,,,,,,,
497,Request For Payment FINAL_APPROVED by SUPERVISOR,16.857160206510848,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,1402.3036986163,UNKNOWN,request for payment number 149010
497,,,,,,,,,,,
497,Payment Handled,16.881552868495096,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,1402.3036986163,UNKNOWN,request for payment number 149010
498,Request For Payment SUBMITTED by EMPLOYEE,16.589826288067123,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,1259.1858636635172,UNKNOWN,request for payment number 149017
498,,,,,,,,,,,
498,Request For Payment REJECTED by EMPLOYEE,16.72889997636591,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,1259.1858636635172,UNKNOWN,request for payment number 149017
498,,,,,,,,,,,
498,Request For Payment FINAL_APPROVED by SUPERVISOR,16.730134072480507,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,1259.1858636635172,UNKNOWN,request for payment number 149017
498,,,,,,,,,,,
498,Payment Handled,16.748219002654942,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,1259.1858636635172,UNKNOWN,request for payment number 149017
499,Request For Payment SUBMITTED by EMPLOYEE,16.58989005081681,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,2173.1313359935675,UNKNOWN,request for payment number 149024
499,,,,,,,,,,,
499,Request Payment,16.747780424495485,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,2173.1313359935675,UNKNOWN,request for payment number 149024
499,,,,,,,,,,,
500,Request For Payment SUBMITTED by EMPLOYEE,16.589974957521015,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,369.0933638255973,UNKNOWN,request for payment number 149028
500,,,,,,,,,,,
500,Request Payment,16.747778240178267,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,369.0933638255973,UNKNOWN,request for payment number 149028
500,,,,,,,,,,,
501,Request For Payment SUBMITTED by EMPLOYEE,16.58999535651473,STAFF MEMBER,EMPLOYEE,project 503,task 78973,organizational unit 65458,0.0,523.5099752220207,activity 505,request for payment number 149032
501,,,,,,,,,,,
501,Request For Payment REJECTED by EMPLOYEE,16.73261268820577,STAFF MEMBER,EMPLOYEE,project 503,task 78973,organizational unit 65458,0.0,523.5099752220207,activity 505,request for payment number 149032
501,,,,,,,,,,,
501,Request For Payment FINAL_APPROVED by SUPERVISOR,16.8571689935843,STAFF MEMBER,SUPERVISOR,project 503,task 78973,organizational unit 65458,0.0,523.5099752220207,activity 505,request for payment number 149032
501,,,,,,,,,,,
501,Payment Handled,16.90935054910764,SYSTEM,UNDEFINED,project 503,task 78973,organizational unit 65458,0.0,523.5099752220207,activity 505,request for payment number 149032
502,Request For Payment SUBMITTED by EMPLOYEE,16.59000340370972,STAFF MEMBER,EMPLOYEE,project 503,task 13775,organizational unit 65458,0.0,495.8907439153433,activity 505,request for payment number 149039
502,,,,,,,,,,,
502,Request For Payment REJECTED by EMPLOYEE,16.732611552310782,STAFF MEMBER,EMPLOYEE,project 503,task 13775,organizational unit 65458,0.0,495.8907439153433,activity 505,request for payment number 149039
502,,,,,,,,,,,
502,Request For Payment FINAL_APPROVED by SUPERVISOR,16.85717228871694,STAFF MEMBER,SUPERVISOR,project 503,task 13775,organizational unit 65458,0.0,495.8907439153433,activity 505,request for payment number 149039
502,,,,,,,,,,,
502,Payment Handled,16.881552868495096,SYSTEM,UNDEFINED,project 503,task 13775,organizational unit 65458,0.0,495.8907439153433,activity 505,request for payment number 149039
503,Request For Payment SUBMITTED by EMPLOYEE,16.590011326078738,STAFF MEMBER,EMPLOYEE,project 503,task 4198,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 152379
503,,,,,,,,,,,
503,Request For Payment REJECTED by EMPLOYEE,16.732610686866114,STAFF MEMBER,EMPLOYEE,project 503,task 4198,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 152379
503,,,,,,,,,,,
503,Request For Payment FINAL_APPROVED by SUPERVISOR,16.857175249551496,STAFF MEMBER,SUPERVISOR,project 503,task 4198,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 152379
503,,,,,,,,,,,
503,Payment Handled,16.881552868495096,SYSTEM,UNDEFINED,project 503,task 4198,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 152379
504,Request For Payment SUBMITTED by EMPLOYEE,16.59001768888085,STAFF MEMBER,EMPLOYEE,project 503,task 27408,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 149046
504,,,,,,,,,,,
504,Request For Payment REJECTED by EMPLOYEE,16.732609929601416,STAFF MEMBER,EMPLOYEE,project 503,task 27408,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 149046
504,,,,,,,,,,,
504,Request For Payment FINAL_APPROVED by SUPERVISOR,16.857176920986486,STAFF MEMBER,SUPERVISOR,project 503,task 27408,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 149046
504,,,,,,,,,,,
504,Payment Handled,16.881552868495096,SYSTEM,UNDEFINED,project 503,task 27408,organizational unit 65458,0.0,611.3893475614485,activity 505,request for payment number 149046
505,Request For Payment SUBMITTED by EMPLOYEE,16.590036589907182,STAFF MEMBER,EMPLOYEE,project 503,task 78973,organizational unit 65458,0.0,775.8493157966636,activity 505,request for payment number 150838
505,,,,,,,,,,,
505,Request For Payment REJECTED by EMPLOYEE,16.732609172336147,STAFF MEMBER,EMPLOYEE,project 503,task 78973,organizational unit 65458,0.0,775.8493157966636,activity 505,request for payment number 150838
505,,,,,,,,,,,
505,Request For Payment FINAL_APPROVED by SUPERVISOR,16.857202374208445,STAFF MEMBER,SUPERVISOR,project 503,task 78973,organizational unit 65458,0.0,775.8493157966636,activity 505,request for payment number 150838
